ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
2842-JTCCU,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.54,Não,Tranferência bancária (automática),46.05,80.35
2843-CQMEG,Não,Masculino,Não,Não,Não,24,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.66,Sim,Cheque,49.7,1218.25
2845-AFFTX,Sim,Masculino,Sim,Sim,Não,41,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.33,Sim,Cheque eletrônico,99.8,4259.3
2845-HSJCY,Sim,Feminino,Não,Sim,Sim,14,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,2.91,Sim,Cheque eletrônico,87.25,1258.6
2845-KDHVX,Não,Feminino,Não,Sim,Não,64,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Bianual,2.28,Sim,Cheque,68.3,4378.8
2848-YXSMW,Não,Masculino,Não,Sim,Sim,72,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cartão de crédito (automática),19.4,1363.25
2851-MMUTZ,Não,Feminino,Não,Não,Não,27,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,1.87,Sim,Cheque,56.15,1439.35
2851-STERV,Não,Masculino,Sim,Não,Não,35,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,2.43,Sim,Cheque eletrônico,73.0,2471.25
2853-CWQFQ,Não,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,1.98,Sim,Cheque,59.55,59.55
2856-HYAPG,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.29,Não,Cheque eletrônico,68.65,68.65
2856-NNASM,Sim,Masculino,Sim,Não,Não,43,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.98,Sim,Cheque,89.55,3856.75
2858-EIMXH,Não,Feminino,Sim,Sim,Não,53,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Anual,3.2,Sim,Cartão de crédito (automática),95.85,5016.25
2858-MOFSQ,Sim,Feminino,Não,Não,Sim,17,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Anual,1.86,Sim,Cheque,55.85,937.5
2860-RANUS,Sim,Feminino,Sim,Não,Não,20,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.86,Sim,Cartão de crédito (automática),85.8,1727.5
2862-JVEOY,Não,Masculino,Não,Não,Não,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.64,Não,Cheque,19.15,124.4
2862-PFNIK,Não,Masculino,Não,Não,Sim,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.82,Sim,Cheque eletrônico,24.7,24.7
2863-IMQDR,Não,Feminino,Não,Não,Não,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.99,Não,Cheque eletrônico,89.65,5308.7
2865-TCHJW,Sim,Feminino,Sim,Não,Não,4,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.97,Sim,Cheque eletrônico,89.2,346.2
2866-IKBTM,Não,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.55,19.55
2867-UIMSS,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.68,Não,Cheque eletrônico,80.5,80.5
2868-LLSKM,Não,Feminino,Não,Sim,Sim,68,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Anual,2.79,Sim,Tranferência bancária (automática),83.65,5733.4
2868-MZAGQ,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.64,Sim,Cheque eletrônico,79.25,79.25
2868-SNELZ,Sim,Feminino,Não,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.69,Não,Cheque,80.6,155.8
2869-ADAWR,Sim,Feminino,Não,Não,Não,45,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,2.98,Sim,Cartão de crédito (automática),89.3,4016.85
2873-ZLIWT,Sim,Feminino,Não,Sim,Sim,40,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Mensal,2.83,Sim,Cheque eletrônico,84.85,3303.05
2874-YXVVA,Não,Feminino,Não,Não,Não,34,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,3.5,Sim,Cheque eletrônico,105.1,3634.8
2876-GZYZC,Não,Feminino,Não,Não,Não,13,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,2.86,Sim,Cheque eletrônico,85.95,1215.65
2876-VBBBL,Sim,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Sim,Cheque,20.25,20.25
2877-VDUER,Não,Feminino,Não,Sim,Sim,35,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Não,Anual,1.36,Não,Cheque,40.9,1383.6
2878-DHMIN,Não,Masculino,Não,Sim,Sim,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Cheque eletrônico,19.9,666.0
2878-RMWXY,Não,Masculino,Sim,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Bianual,3.42,Sim,Cartão de crédito (automática),102.65,7550.3
2880-FPNAE,Não,Masculino,Sim,Sim,Não,2,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.47,Sim,Cheque eletrônico,74.2,140.1
2882-DDZPG,Não,Feminino,Não,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Tranferência bancária (automática),19.45,227.45
2882-WDTBA,Não,Masculino,Não,Sim,Sim,69,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,2.52,Sim,Tranferência bancária (automática),75.75,5388.15
2883-ILGWO,Não,Masculino,Sim,Não,Não,57,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,3.5,Sim,Tranferência bancária (automática),104.9,5913.95
2884-GBPFB,Sim,Feminino,Não,Sim,Não,35,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.34,Sim,Cheque eletrônico,70.3,2416.55
2885-HIJDH,Não,Masculino,Não,Sim,Sim,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.9,Não,Tranferência bancária (automática),86.9,6194.1
2886-KEFUM,Sim,Feminino,Não,Sim,Não,63,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.58,Sim,Cheque eletrônico,107.5,6873.75
2887-JPYLU,Não,Feminino,Não,Não,Sim,41,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.51,Não,Tranferência bancária (automática),45.2,1841.9
2888-ADFAO,Não,Feminino,Não,Sim,Sim,47,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.71,Sim,Tranferência bancária (automática),21.3,1041.8
2889-FPWRM,Sim,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,3.93,Sim,Tranferência bancária (automática),117.8,8684.8
2890-WFBHU,Não,Feminino,Não,Não,Não,59,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,2.66,Não,Cartão de crédito (automática),79.85,4786.1
2892-GESUL,Não,Feminino,Não,Sim,Sim,18,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Cheque,19.35,309.25
2894-QOJRX,Sim,Feminino,Não,Sim,Não,25,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.13,Sim,Tranferência bancária (automática),34.0,853.0
2896-TBNBE,Não,Masculino,Não,Sim,Não,40,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Anual,2.69,Não,Cheque eletrônico,80.8,3132.75
2897-DOVND,Não,Masculino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Cheque eletrônico,69.8,146.65
2898-LSJGD,Sim,Feminino,Não,Sim,Sim,21,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,1.86,Sim,Cheque eletrônico,55.95,1157.05
2898-MRKPI,Não,Masculino,Não,Sim,Sim,68,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Anual,3.37,Sim,Cartão de crédito (automática),101.05,6770.5
2900-PHPLN,Não,Feminino,Sim,Sim,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Sim,Cartão de crédito (automática),19.55,1462.05
2903-YYTBW,Não,Masculino,Não,Sim,Sim,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.48,Não,Cheque eletrônico,44.55,44.55
2904-GGUAZ,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Bianual,2.8,Sim,Tranferência bancária (automática),84.05,6052.25
2905-KFQUV,Não,Feminino,Não,Sim,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.35,Sim,Cartão de crédito (automática),70.4,154.8
2907-ILJBN,Não,Feminino,Não,Sim,Sim,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.69,Não,Cheque,20.6,233.9
2908-WGAXL,Não,Feminino,Não,Sim,Sim,56,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Sim,Cartão de crédito (automática),24.95,1468.9
2908-ZTPNF,Não,Feminino,Não,Não,Não,36,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,1.16,Sim,Tranferência bancária (automática),34.85,1267.2
2911-IJORQ,Não,Masculino,Não,Não,Não,37,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,3.02,Sim,Tranferência bancária (automática),90.6,3358.65
2911-UREFD,Sim,Feminino,Não,Sim,Não,39,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Mensal,1.86,Não,Cheque eletrônico,55.9,2184.35
2911-WDXMV,Não,Masculino,Não,Não,Sim,18,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.68,Sim,Cartão de crédito (automática),80.55,1406.65
2916-BQZLN,Não,Masculino,Não,Não,Não,19,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Não,Não,Mensal,2.82,Sim,Cheque eletrônico,84.75,1651.95
2919-HBCJO,Sim,Feminino,Não,Não,Não,4,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.56,Sim,Tranferência bancária (automática),76.65,333.6
2920-RNCEZ,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.33,Sim,Cartão de crédito (automática),69.95,69.95
2921-XWDJH,Não,Feminino,Sim,Sim,Não,38,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mensal,2.78,Sim,Cheque eletrônico,83.45,3147.15
2923-ARZLG,Não,Masculino,Não,Sim,Sim,0,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Sim,Cheque,19.7,0.0
2924-KHUVI,Não,Masculino,Não,Sim,Não,56,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Anual,3.35,Sim,Cheque eletrônico,100.55,5514.95
2925-MXLSX,Não,Feminino,Não,Não,Não,30,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,2.3,Sim,Cartão de crédito (automática),68.95,2038.7
2925-VDZHY,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.96,Não,Cartão de crédito (automática),88.7,6501.35
2926-JEJJC,Não,Feminino,Não,Não,Não,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.67,Sim,Tranferência bancária (automática),20.2,140.95
2927-CVULT,Não,Feminino,Não,Sim,Sim,53,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Bianual,3.47,Sim,Tranferência bancária (automática),104.05,5566.4
2927-QRRQV,Não,Masculino,Não,Sim,Não,46,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Anual,3.16,Sim,Cheque eletrônico,94.65,4312.5
2928-HLDBA,Não,Feminino,Não,Não,Não,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.69,Não,Cheque,20.7,112.75
2929-ERCFZ,Sim,Feminino,Não,Sim,Sim,8,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.14,Sim,Cheque eletrônico,94.2,777.3
2929-QNSRW,Sim,Feminino,Não,Sim,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Anual,3.28,Sim,Cheque eletrônico,98.25,5508.35
2930-UOTMB,Sim,Feminino,Não,Não,Não,31,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,2.17,Não,Cartão de crédito (automática),65.25,1994.3
2931-FSOHN,Não,Masculino,Sim,Não,Não,13,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,2.0,Sim,Cheque eletrônico,59.9,788.35
2931-SVLTV,Não,Masculino,Não,Sim,Sim,40,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,3.67,Sim,Cartão de crédito (automática),110.1,4469.1
2931-VUVJN,Não,Feminino,Sim,Sim,Não,59,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Anual,3.14,Sim,Cheque eletrônico,94.05,5483.9
2931-XIQBR,Não,Feminino,Não,Sim,Sim,50,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,3.44,Não,Cheque,103.05,5153.5
2933-FILNV,Sim,Feminino,Não,Sim,Sim,2,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.81,Sim,Cheque,24.4,36.55
2933-XEUJM,Não,Feminino,Não,Não,Não,46,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,2.64,Não,Cheque,79.2,3593.8
2937-FTHUR,Não,Feminino,Não,Não,Sim,18,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,2.16,Não,Cheque eletrônico,64.8,1166.7
2946-KIQSP,Não,Feminino,Não,Não,Não,35,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,1.12,Sim,Cheque,33.45,1175.85
2947-DOMLJ,Sim,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.69,Não,Cheque,50.6,50.6
2951-QOQTK,Sim,Masculino,Não,Não,Sim,4,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,2.69,Não,Cartão de crédito (automática),80.8,332.45
2952-QAYZF,Sim,Masculino,Não,Não,Não,5,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,2.84,Sim,Cheque eletrônico,85.3,424.15
2954-PIBKO,Não,Feminino,Não,Sim,Sim,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,2.14,Sim,Cartão de crédito (automática),64.15,4254.1
2955-BJZHG,Sim,Masculino,Não,Sim,Sim,17,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.7,Não,Cheque eletrônico,80.85,1400.85
2955-PSXOE,Sim,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.67,Sim,Tranferência bancária (automática),20.2,20.2
2956-GGUCQ,Sim,Masculino,Sim,Sim,Não,24,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.63,Sim,Cheque eletrônico,78.85,1772.25
2957-JIRMN,Não,Feminino,Sim,Não,Não,62,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Anual,2.82,Não,Cheque eletrônico,84.45,4959.15
2957-LOLHO,Sim,Masculino,Não,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.51,Sim,Tranferência bancária (automática),45.4,518.9
2958-NHPPS,Não,Masculino,Não,Não,Não,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.7,Não,Cheque eletrônico,20.85,473.9
2959-EEXWB,Não,Feminino,Não,Sim,Sim,45,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,1.7,Sim,Tranferência bancária (automática),50.9,2333.85
2959-FENLU,Não,Feminino,Não,Não,Não,9,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,2.84,Sim,Cartão de crédito (automática),85.3,781.4
2959-MJHIC,Sim,Masculino,Não,Sim,Não,4,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.68,Sim,Cheque eletrônico,80.35,307.4
2960-NKRSO,Não,Masculino,Não,Não,Não,24,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Mensal,2.86,Sim,Cheque eletrônico,85.95,2107.15
2961-VNFKL,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.86,Sim,Cartão de crédito (automática),25.95,1801.9
2962-XPMCQ,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.5,Sim,Cheque eletrônico,45.15,98.5
2967-MXRAV,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.63,Não,Cheque,18.8,18.8
2968-SSGAA,Sim,Feminino,Não,Não,Não,10,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.35,Sim,Cheque eletrônico,100.6,1060.2
2969-QWUBZ,Não,Feminino,Não,Não,Não,2,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,1.71,Não,Cheque eletrônico,51.4,96.8
2969-VAPYH,Não,Feminino,Não,Não,Não,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,2.02,Não,Cartão de crédito (automática),60.5,3870.0
2969-WGHQO,Não,Feminino,Não,Sim,Sim,7,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Não,Anual,2.32,Não,Cheque eletrônico,69.45,477.05
2971-SGAFL,Não,Feminino,Não,Não,Não,13,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Mensal,2.62,Sim,Cheque eletrônico,78.75,995.35
2972-YDYUW,Não,Feminino,Não,Não,Não,57,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Sim,Anual,3.16,Não,Cheque eletrônico,94.7,5468.95
2974-GGUXS,Não,Feminino,Sim,Sim,Não,36,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Mensal,3.06,Sim,Cartão de crédito (automática),91.95,3301.05
2977-CEBSX,Não,Feminino,Não,Não,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.0,Sim,Cartão de crédito (automática),90.05,5965.95
2978-XXSOG,Não,Feminino,Não,Não,Não,22,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,1.97,Sim,Cheque,59.05,1253.5
2979-SXESE,Sim,Feminino,Não,Sim,Sim,17,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Não,Mensal,3.15,Não,Cheque eletrônico,94.4,1607.2
2982-IHMFT,Sim,Feminino,Sim,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cheque,74.45,74.45
2982-VPSGI,Sim,Feminino,Não,Sim,Não,11,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.13,Sim,Cheque eletrônico,94.0,1078.9
2983-ZANRP,Sim,Feminino,Não,Sim,Sim,2,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.45,Sim,Tranferência bancária (automática),73.55,145.4
2984-AFWNC,Não,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.18,Não,Cheque eletrônico,95.4,293.15
2984-MIIZL,Sim,Masculino,Não,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.49,Sim,Tranferência bancária (automática),74.8,321.9
2984-RGEYA,Não,Feminino,Não,Sim,Sim,69,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.66,Não,Tranferência bancária (automática),19.75,1375.4
2984-TBYKU,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Bianual,3.5,Sim,Cartão de crédito (automática),104.9,7732.65
2985-FMWYF,Não,Feminino,Não,Não,Não,23,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.12,Sim,Cheque eletrônico,93.5,2341.55
2985-JUUBZ,Não,Masculino,Não,Sim,Sim,40,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,2.48,Sim,Cheque eletrônico,74.55,3015.75
2987-BJXIK,Não,Feminino,Não,Não,Não,70,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,2.82,Não,Cheque,84.7,5991.05
2988-GBIVW,Não,Feminino,Sim,Sim,Não,70,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mensal,3.03,Sim,Cheque eletrônico,90.85,6470.1
2988-PLAHS,Não,Feminino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,2.33,Sim,Cheque eletrônico,69.95,220.45
2988-QRAJY,Não,Masculino,Não,Não,Não,69,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,3.67,Sim,Cartão de crédito (automática),110.05,7430.75
2990-HWIML,Sim,Feminino,Não,Não,Não,6,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,2.98,Sim,Cheque eletrônico,89.5,573.3
2990-IAJSV,Não,Masculino,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.07,Não,Tranferência bancária (automática),92.0,6632.75
2990-OGYTD,Não,Feminino,Não,Sim,Não,67,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,2.87,Não,Tranferência bancária (automática),86.15,5883.85
2995-UPRYS,Sim,Feminino,Sim,Sim,Não,40,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,3.31,Sim,Cartão de crédito (automática),99.2,4062.2
2995-YWTCD,Não,Feminino,Não,Sim,Sim,19,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Sim,Tranferência bancária (automática),24.9,467.7
2996-XAUVF,Não,Masculino,Não,Não,Não,70,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Sim,Bianual,1.34,Sim,Cheque,40.05,2799.75
2999-AANRQ,Não,Feminino,Não,Não,Não,21,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Bianual,2.37,Não,Cartão de crédito (automática),71.05,1524.85
3001-CBHLQ,Sim,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,3.5,Sim,Cheque eletrônico,104.9,3351.55
3001-UNBTL,Não,Masculino,Sim,Sim,Sim,29,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,3.47,Sim,Cheque eletrônico,103.95,2964.8
3002-WQZWT,Não,Feminino,Não,Não,Não,29,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.47,Sim,Cheque eletrônico,74.2,1993.25
3003-CMDUU,Não,Feminino,Não,Sim,Não,25,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.17,Sim,Cheque eletrônico,95.15,2395.7
3005-NFMTA,Sim,Masculino,Sim,Não,Não,55,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.29,Sim,Cheque eletrônico,98.8,5617.75
3005-TYFRD,Não,Feminino,Não,Sim,Não,55,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.46,Sim,Cartão de crédito (automática),103.65,5676.65
3006-XIMLN,Sim,Feminino,Não,Não,Sim,2,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,3.14,Sim,Tranferência bancária (automática),94.2,193.8
3007-FDPEA,Não,Feminino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.69,Sim,Tranferência bancária (automática),20.7,39.85
