,ID_Cliente,Evasao,Genero,Eh_Idoso,Tem_Parceiro,Tem_Dependentes,Tempo_Contrato,Servico_Telefone,Linhas_Multiplas,Servico_Internet,Adiconal_Seguranca,Adicional_Backup,Adiconal_Protecao,Adicional_Suporte,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Valor_Dia,Conta_Digital,Metodo_Pagamento,Valor_Mensal,Valor_Total
1480,2188-SXWVT,Não,Feminino,Não,Não,Não,34,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,1.83,Não,Cheque,55.0,1885.15
1481,2189-UXTKY,Sim,Feminino,Não,Sim,Não,22,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Mensal,2.64,Sim,Cheque eletrônico,79.2,1742.75
1482,2189-WWOEW,Sim,Feminino,Não,Não,Sim,15,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,2.86,Sim,Tranferência bancária (automática),85.9,1269.55
1483,2190-BCXEC,Não,Feminino,Não,Sim,Não,40,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,2.63,Sim,Cartão de crédito (automática),78.85,3126.85
1484,2190-PHBHR,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Bianual,3.15,Sim,Cartão de crédito (automática),94.45,6921.7
1485,2192-CKRLV,Não,Feminino,Não,Sim,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Sim,Bianual,1.64,Sim,Cheque eletrônico,49.2,3580.95
1486,2192-OZITF,Não,Feminino,Não,Não,Não,45,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Bianual,2.45,Não,Cheque,73.55,3349.1
1487,2193-SFWQW,Não,Masculino,Não,Sim,Sim,72,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.73,Não,Tranferência bancária (automática),111.95,8033.1
1488,2194-IIQOF,Não,Feminino,Não,Sim,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.98,Não,Cartão de crédito (automática),89.3,6388.65
1489,2195-VVRJF,Não,Masculino,Sim,Sim,Não,18,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,1.97,Sim,Cartão de crédito (automática),59.1,1011.05
1490,2195-ZRVAX,Sim,Feminino,Não,Sim,Não,47,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,2.84,Sim,Cheque eletrônico,85.3,4045.65
1491,2197-OMWGI,Não,Feminino,Sim,Sim,Sim,68,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Bianual,1.77,Sim,Cheque eletrônico,53.0,3656.25
1492,2200-DSAAL,Não,Feminino,Não,Não,Não,68,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Bianual,2.69,Sim,Cheque eletrônico,80.65,5330.2
1493,2202-CUYXZ,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,2.83,Sim,Cheque eletrônico,84.85,84.85
1494,2202-OUTMO,Não,Feminino,Não,Sim,Não,34,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,2.03,Sim,Tranferência bancária (automática),60.85,2003.6
1495,2203-GHNWN,Não,Feminino,Não,Sim,Não,24,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mensal,2.66,Sim,Cheque,79.65,1928.7
1496,2205-LPVGL,Não,Masculino,Sim,Sim,Sim,58,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Não,Não,Anual,2.99,Sim,Tranferência bancária (automática),89.85,5125.75
1497,2205-YMZZJ,Sim,Masculino,Sim,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.83,Sim,Cheque eletrônico,84.8,546.95
1498,2207-NHRJK,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,1.69,Não,Cheque eletrônico,50.8,50.8
1499,2207-OBZNX,Sim,Masculino,Não,Não,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.7,Sim,Cheque,51.0,354.05
1500,2207-QPJED,Não,Feminino,Sim,Sim,Não,37,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Não,Mensal,3.0,Não,Cheque eletrônico,90.0,3371.75
1501,2207-RYYRL,Não,Masculino,Não,Sim,Sim,52,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.82,Não,Cheque,24.55,1331.05
1502,2208-MPXIO,Não,Feminino,Não,Sim,Sim,45,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Sim,Tranferência bancária (automática),20.0,886.4
1503,2208-NKVVH,Não,Masculino,Não,Sim,Sim,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.81,Não,Cheque,24.25,1077.95
1504,2208-NQBCT,Não,Feminino,Não,Sim,Sim,26,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mensal,2.73,Não,Cheque eletrônico,81.95,2070.05
1505,2208-UGTGR,Não,Masculino,Não,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,3.29,Não,Cheque eletrônico,98.6,5581.05
1506,2209-XADXF,Não,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,0.84,Não,Tranferência bancária (automática),25.25,25.25
1507,2211-RMNHO,Não,Feminino,Não,Sim,Sim,68,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,2.84,Não,Tranferência bancária (automática),85.3,5560.0
1508,2212-LYASK,Não,Masculino,Não,Sim,Sim,27,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,1.53,Sim,Cartão de crédito (automática),45.85,1246.4
1509,2215-ZAFGX,Não,Masculino,Não,Não,Não,9,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,2.85,Sim,Cheque eletrônico,85.5,791.7
1510,2219-MVUSO,Sim,Masculino,Não,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.5,Sim,Cheque,45.15,438.4
1511,2220-IAHLS,Não,Feminino,Não,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cartão de crédito (automática),19.4,19.4
1512,2223-GDSHL,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.87,Sim,Tranferência bancária (automática),116.05,8297.5
1513,2223-KAGMX,Sim,Feminino,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Tranferência bancária (automática),19.4,289.3
1514,2225-ZRGSG,Sim,Feminino,Não,Sim,Sim,70,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Bianual,3.13,Não,Tranferência bancária (automática),93.9,6579.05
1515,2226-ICFDO,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,2.86,Sim,Cartão de crédito (automática),85.9,6110.75
1516,2227-JRSJX,Não,Feminino,Não,Não,Não,21,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,3.3,Sim,Tranferência bancária (automática),99.15,1956.4
1517,2228-BZDEE,Não,Feminino,Não,Não,Não,54,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.1,1079.45
1518,2229-DPMBI,Não,Feminino,Não,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cheque,19.5,162.15
1519,2229-VWQJH,Não,Feminino,Não,Não,Não,24,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,1.64,Sim,Cartão de crédito (automática),49.3,1233.25
1520,2230-XTUWL,Não,Feminino,Não,Sim,Sim,48,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.65,Não,Cheque,19.55,883.35
1521,2232-DMLXU,Sim,Feminino,Não,Sim,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,1.84,Não,Cheque,55.2,55.2
1522,2233-FAGXV,Não,Feminino,Não,Sim,Sim,5,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.81,Sim,Cheque,24.3,132.25
1523,2233-TXSIU,Não,Masculino,Não,Sim,Sim,17,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,1.48,Não,Cartão de crédito (automática),44.45,792.15
1524,2234-EOFPT,Não,Masculino,Não,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,2.64,Sim,Tranferência bancária (automática),79.35,5753.25
1525,2234-XADUH,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.44,Sim,Cartão de crédito (automática),103.2,7362.9
1526,2235-DWLJU,Não,Feminino,Sim,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,1.48,Sim,Cheque eletrônico,44.4,263.05
1527,2235-EZAIK,Não,Feminino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,2.64,Não,Cartão de crédito (automática),79.2,5401.9
1528,2235-ZGKPT,Sim,Feminino,Não,Sim,Sim,4,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.7,Não,Cheque,50.85,239.55
1529,2236-HILPA,Não,Masculino,Não,Sim,Sim,62,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.69,Não,Cartão de crédito (automática),20.65,1218.45
1530,2237-ZFSMY,Sim,Feminino,Não,Não,Não,39,Sim,Não,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Não,Anual,3.18,Sim,Cheque eletrônico,95.55,3692.85
1531,2239-CFOUJ,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.68,Não,Cheque,20.4,20.4
1532,2239-CGBUZ,Não,Feminino,Não,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,2.02,Sim,Tranferência bancária (automática),60.5,3145.15
1533,2239-JALAW,Sim,Masculino,Não,Não,Não,58,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.44,Sim,Tranferência bancária (automática),103.25,6017.65
1534,2240-HSJQD,Não,Masculino,Não,Não,Sim,38,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.73,Sim,Cheque,81.85,3141.7
1535,2242-MFOTG,Não,Masculino,Não,Não,Não,33,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Anual,2.67,Não,Tranferência bancária (automática),80.1,2603.3
1536,2243-FNMMI,Não,Masculino,Não,Não,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.4,415.4
1537,2245-ADZFJ,Não,Feminino,Não,Sim,Sim,31,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bianual,2.68,Não,Tranferência bancária (automática),80.55,2471.6
1538,2249-YPRNG,Sim,Feminino,Não,Sim,Sim,20,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,3.53,Sim,Tranferência bancária (automática),105.85,2239.65
1539,2250-IVBWA,Não,Masculino,Não,Sim,Sim,64,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mensal,2.7,Não,Cheque eletrônico,81.05,5135.35
1540,2251-PYLPB,Não,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,2.65,Não,Cartão de crédito (automática),79.55,5810.9
1541,2252-ISRNH,Não,Masculino,Não,Sim,Sim,9,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Anual,3.01,Sim,Cheque eletrônico,90.35,767.9
1542,2252-JHJGE,Não,Masculino,Não,Não,Não,61,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,3.47,Não,Cheque eletrônico,104.0,6363.45
1543,2252-NKNSI,Não,Masculino,Não,Não,Sim,52,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,2.84,Sim,Cheque,85.15,4461.85
1544,2253-KPMNB,Não,Feminino,Não,Sim,Sim,69,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,1.54,Não,Tranferência bancária (automática),46.25,3121.4
1545,2254-DLXRI,Não,Feminino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,2.64,Sim,Cheque,79.15,79.15
1546,2256-YLYLP,Não,Masculino,Não,Sim,Sim,68,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bianual,2.43,Sim,Tranferência bancária (automática),72.95,4953.25
1547,2257-BOVXD,Não,Masculino,Não,Sim,Não,14,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,2.22,Sim,Cartão de crédito (automática),66.6,979.5
1548,2259-OUUSZ,Não,Masculino,Não,Não,Não,7,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Anual,1.18,Sim,Cartão de crédito (automática),35.5,249.55
1549,2260-USTRB,Sim,Feminino,Sim,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.34,Sim,Tranferência bancária (automática),70.2,115.95
1550,2262-SLNVK,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.34,Não,Cheque eletrônico,70.1,70.1
1551,2263-SFSQZ,Não,Masculino,Não,Sim,Sim,51,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.83,Sim,Cheque,24.95,1222.25
1552,2265-CYWIV,Sim,Feminino,Sim,Sim,Não,4,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,3.32,Sim,Cheque eletrônico,99.6,347.65
1553,2266-FUBDZ,Não,Masculino,Não,Sim,Sim,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.64,Não,Cheque,19.35,278.85
1554,2266-SJNAT,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,3.64,Não,Cartão de crédito (automática),109.15,7789.6
1555,2267-FPIMA,Não,Masculino,Não,Sim,Não,50,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,3.15,Sim,Cartão de crédito (automática),94.4,4914.9
1556,2267-WTPYD,Não,Feminino,Sim,Sim,Não,57,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,3.13,Não,Cartão de crédito (automática),94.0,5438.95
1557,2270-CHBFN,Não,Feminino,Não,Sim,Não,44,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Não,Mensal,3.17,Sim,Cartão de crédito (automática),95.1,4060.55
1558,2272-JKMSI,Não,Feminino,Não,Sim,Sim,62,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,3.69,Sim,Cheque eletrônico,110.8,6840.95
1559,2272-QAGFO,Sim,Feminino,Sim,Não,Não,14,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cheque eletrônico,74.3,1096.25
1560,2272-UOINI,Não,Feminino,Não,Não,Não,7,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mensal,2.62,Sim,Cheque eletrônico,78.5,571.05
1561,2272-WUSPA,Não,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,3.69,Sim,Cheque eletrônico,110.75,7751.7
1562,2273-QCKXA,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,1.64,Não,Cheque,49.05,49.05
1563,2274-XUATA,Não,Masculino,Sim,Sim,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,2.1,Sim,Tranferência bancária (automática),63.1,4685.55
1564,2275-RBYQS,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.51,Sim,Cheque,45.4,45.4
1565,2276-YDAVZ,Sim,Feminino,Não,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,2.5,Sim,Cartão de crédito (automática),75.1,270.7
1566,2277-AXSDC,Não,Feminino,Não,Não,Não,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.66,Não,Tranferência bancária (automática),19.75,624.15
1567,2277-BKJKN,Não,Feminino,Sim,Sim,Não,71,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Bianual,3.31,Sim,Cheque eletrônico,99.2,7213.75
1568,2277-DJJDL,Não,Masculino,Sim,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,3.3,Sim,Cheque eletrônico,99.0,6017.9
1569,2277-VWCNI,Não,Feminino,Sim,Não,Não,4,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,1.62,Não,Cheque,48.75,179.85
1570,2279-AXJJK,Não,Masculino,Não,Sim,Não,52,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,3.19,Sim,Cartão de crédito (automática),95.65,5088.4
1571,2282-YGNOR,Não,Feminino,Não,Não,Não,29,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,1.93,Não,Cartão de crédito (automática),58.0,1734.5
1572,2284-VFLKH,Não,Masculino,Não,Sim,Não,49,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Anual,3.31,Sim,Cartão de crédito (automática),99.25,4920.8
1573,2292-XQWSV,Não,Masculino,Não,Sim,Sim,40,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,2.01,Não,Cheque,60.3,2448.5
1574,2293-IJWPS,Não,Feminino,Não,Sim,Não,57,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Anual,3.36,Sim,Cartão de crédito (automática),100.75,5985.0
1575,2294-DMMUS,Não,Feminino,Não,Sim,Sim,62,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,2.35,Sim,Cartão de crédito (automática),70.45,4300.45
1576,2294-SALNE,Não,Masculino,Não,Sim,Sim,23,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Anual,2.89,Não,Cheque,86.8,1940.8
1577,2296-DKZFP,Não,Feminino,Não,Sim,Não,65,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Bianual,2.37,Não,Tranferência bancária (automática),71.0,4386.2
1578,2300-RQGOI,Não,Feminino,Não,Não,Não,38,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cheque,20.05,741.5
1579,2302-ANTDP,Sim,Feminino,Sim,Sim,Não,48,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,3.92,Não,Cheque eletrônico,117.45,5438.9
1580,2302-OUZXB,Não,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Bianual,2.74,Não,Tranferência bancária (automática),82.15,5784.3
1581,2303-PJYHN,Não,Feminino,Não,Sim,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Não,Tranferência bancária (automática),19.85,52.0
1582,2305-MRGLV,Não,Masculino,Não,Sim,Não,28,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,2.55,Não,Tranferência bancária (automática),76.55,2065.4
1583,2307-FYNNL,Não,Masculino,Sim,Não,Não,65,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,3.64,Sim,Cheque eletrônico,109.05,7108.2
1584,2308-STERM,Não,Feminino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.65,Não,Cheque,19.4,61.05
1585,2309-OSFEU,Sim,Masculino,Não,Não,Não,10,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,1.13,Sim,Cheque,33.9,298.45
1586,2311-QYMUQ,Sim,Feminino,Não,Sim,Sim,16,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,2.98,Sim,Cartão de crédito (automática),89.45,1430.25
1587,2314-TNDJQ,Não,Feminino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,1.86,Não,Cartão de crédito (automática),55.65,3880.05
1588,2316-ESMLS,Não,Feminino,Não,Sim,Sim,12,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,1.1,Não,Cartão de crédito (automática),33.15,444.75
1589,2320-JRSDE,Sim,Feminino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Sim,Cheque eletrônico,19.9,19.9
1590,2320-SLKMB,Não,Feminino,Não,Não,Não,26,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,1.48,Sim,Cartão de crédito (automática),44.45,1183.8
1591,2320-TZRRH,Não,Feminino,Não,Não,Não,20,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.65,Não,Cheque,19.5,403.15
1592,2320-YKQBO,Não,Feminino,Não,Não,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.64,Não,Cheque,19.3,144.95
1593,2321-OMBXY,Sim,Feminino,Não,Sim,Sim,38,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Anual,2.68,Não,Cartão de crédito (automática),80.3,3058.65
1594,2322-VCZHZ,Não,Masculino,Sim,Sim,Não,23,Sim,Não,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,3.0,Sim,Cheque eletrônico,90.0,2024.1
1595,2323-ARSVR,Não,Masculino,Não,Sim,Não,67,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,3.7,Sim,Cheque eletrônico,111.05,7321.05
1596,2324-AALNO,Não,Feminino,Não,Não,Não,48,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.82,Não,Tranferência bancária (automática),24.55,1203.95
1597,2324-EFHVG,Não,Masculino,Não,Não,Não,64,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Bianual,3.48,Sim,Tranferência bancária (automática),104.4,6692.65
1598,2325-NBPZG,Não,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,2.48,Sim,Cheque eletrônico,74.55,233.65
1599,2325-WINES,Não,Feminino,Não,Não,Não,32,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,3.47,Sim,Cartão de crédito (automática),104.05,3416.85
1600,2325-ZUSFD,Sim,Feminino,Não,Sim,Sim,57,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,2.34,Sim,Tranferência bancária (automática),70.1,3913.3
1601,2330-PQGDQ,Não,Masculino,Não,Sim,Sim,51,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Anual,2.81,Não,Tranferência bancária (automática),84.2,4299.75
1602,2332-EFBJY,Sim,Masculino,Não,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.66,Sim,Cheque,19.7,342.4
1603,2332-TODQS,Não,Feminino,Não,Não,Não,48,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,0.84,Não,Cartão de crédito (automática),25.05,1171.5
1604,2333-KWEWW,Não,Masculino,Não,Não,Não,18,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.67,Não,Cartão de crédito (automática),20.05,388.6
1605,2335-GSODA,Não,Masculino,Não,Não,Sim,23,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,1.34,Não,Cheque,40.1,857.75
1606,2338-BQEZT,Não,Feminino,Não,Não,Não,55,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,1.68,Sim,Cartão de crédito (automática),50.55,2832.75
1607,2342-CKIAO,Não,Feminino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,0.68,Não,Cheque,20.3,41.2
1608,2344-JMOGN,Sim,Masculino,Não,Sim,Não,9,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,Mensal,3.16,Sim,Cheque,94.85,890.6
1609,2346-CZYIL,Não,Masculino,Não,Não,Não,27,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bianual,0.68,Não,Cartão de crédito (automática),20.35,531.6
